id	block	bid
b4b1a3af-bbb1-4ff9-8e00-66f7fb4ab97e	3	0
b4b1a3af-bbb1-4ff9-8e00-66f7fb4ab97e	7	50
7330fa9e-8d96-4560-ab6c-866cc7f534f8	3	40
7330fa9e-8d96-4560-ab6c-866cc7f534f8	7	75
f88b4b04-5ade-4cb3-8e5b-7502f1ba72b9	3	30
f88b4b04-5ade-4cb3-8e5b-7502f1ba72b9	7	250
23975604-b909-421f-acb5-7309560974d0	3	0
23975604-b909-421f-acb5-7309560974d0	7	100
b122345b-0846-4f22-b82f-39481ab91947	3	150
b122345b-0846-4f22-b82f-39481ab91947	7	120
1a5c55a3-943e-49ca-8e46-2ce6e9d848d9	3	100
1a5c55a3-943e-49ca-8e46-2ce6e9d848d9	7	200
1e337d64-5f3d-47eb-9e65-13aac81c7a0e	3	125
1e337d64-5f3d-47eb-9e65-13aac81c7a0e	7	0
44ff236e-3298-4fea-8104-e5fc7c2b724d	3	1
44ff236e-3298-4fea-8104-e5fc7c2b724d	7	0
11bf35c0-a551-4ece-ac23-b6ad08d5121b	3	180
11bf35c0-a551-4ece-ac23-b6ad08d5121b	7	190
fefdb067-d87c-4cad-94cd-6d4da7130c0c	3	100
fefdb067-d87c-4cad-94cd-6d4da7130c0c	7	80
39ac0c64-25cd-4bc5-8543-74bd6a11dcd9	3	50
39ac0c64-25cd-4bc5-8543-74bd6a11dcd9	7	100
bfb2b07d-41be-4b87-a253-37a1f55ee515	3	150
bfb2b07d-41be-4b87-a253-37a1f55ee515	7	135
f83a7e2d-7890-4762-84b4-8264c2be9af4	3	100
f83a7e2d-7890-4762-84b4-8264c2be9af4	7	100
4cf51784-6b6f-4407-9c22-ba3aa866a353	3	0
4cf51784-6b6f-4407-9c22-ba3aa866a353	7	231
e8dca24b-34cb-479c-92b1-8114020fb0cf	3	5
e8dca24b-34cb-479c-92b1-8114020fb0cf	7	5
e541169b-0d0a-43b1-9dc4-f746f655ae16	3	0
e541169b-0d0a-43b1-9dc4-f746f655ae16	7	170
c719e72a-ed6e-4d17-ba12-17d57d7dc9dd	3	50
c719e72a-ed6e-4d17-ba12-17d57d7dc9dd	7	150
43eff86e-fa65-42c6-8ed3-c6b4f2742660	3	100
43eff86e-fa65-42c6-8ed3-c6b4f2742660	7	102
8aec5a71-7c50-44f5-bb32-b552f4cbd360	3	200
8aec5a71-7c50-44f5-bb32-b552f4cbd360	7	250
a3696634-914d-4f3f-adf5-cf57ead43262	3	100
a3696634-914d-4f3f-adf5-cf57ead43262	7	150
3ffd55e3-5221-4073-b107-93d5e432eba1	3	120
3ffd55e3-5221-4073-b107-93d5e432eba1	7	120
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	3	0
ef2316f2-3806-4dba-b147-2e5acc5a5aa7	7	300
0f97171f-ca05-4b74-acf0-54b858f5c453	3	230
0f97171f-ca05-4b74-acf0-54b858f5c453	7	230
575248a7-fa00-4069-9b46-c4f99b56550a	3	300
575248a7-fa00-4069-9b46-c4f99b56550a	7	201
2906cf5c-06d7-48d4-bed9-c695f9109b59	3	50
2906cf5c-06d7-48d4-bed9-c695f9109b59	7	260
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	3	50
5359adc7-a1f6-4bdf-9fff-52bf07733ecf	7	200
45f7f7cd-4539-42b1-b998-16367ea77caf	3	130
45f7f7cd-4539-42b1-b998-16367ea77caf	7	180
5f018254-7cb9-4af9-ba33-d21b8960ed4c	3	0
5f018254-7cb9-4af9-ba33-d21b8960ed4c	7	150
12d220e8-218b-4839-ae63-ad78a4b11fc1	3	5
12d220e8-218b-4839-ae63-ad78a4b11fc1	7	5
437d2533-0345-4db5-b71d-3275f20db1f6	3	150
437d2533-0345-4db5-b71d-3275f20db1f6	7	175
52d02c1a-246d-45f2-866a-b942d2800afe	3	0
52d02c1a-246d-45f2-866a-b942d2800afe	7	120
1e883ca7-2d4a-4ce0-8656-2f25064add8d	3	10
1e883ca7-2d4a-4ce0-8656-2f25064add8d	7	120
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	3	150
2f14acd3-6ac6-4ebf-8a54-d732ef34fe62	7	100
70e2bed8-787b-4a81-8526-09626b74450e	3	0
70e2bed8-787b-4a81-8526-09626b74450e	7	200
eeca097b-845f-443e-9eae-c3653d8919e2	3	191
eeca097b-845f-443e-9eae-c3653d8919e2	7	191
991e6832-fb76-4d25-916a-555bbbcdb161	3	0
991e6832-fb76-4d25-916a-555bbbcdb161	7	0
530d1a9b-e37d-4b94-8c90-ad9db0fd1aee	3	0
530d1a9b-e37d-4b94-8c90-ad9db0fd1aee	7	0
7e7a3331-0b88-4338-a85a-74232edf757d	3	0
7e7a3331-0b88-4338-a85a-74232edf757d	7	0
2c961549-56b9-40a2-882a-2edf5b87fe1a	3	200
2c961549-56b9-40a2-882a-2edf5b87fe1a	7	250
97f52b4c-51a5-421f-ba03-d986d6ca2cd3	3	20
97f52b4c-51a5-421f-ba03-d986d6ca2cd3	7	212
235c0331-a18d-497c-b9b2-42c3a71fb509	3	100
235c0331-a18d-497c-b9b2-42c3a71fb509	7	100
1882a4d1-586e-4e68-8a92-003198dd95f8	3	100
1882a4d1-586e-4e68-8a92-003198dd95f8	7	300
c1855ec4-b8a7-42c1-af2a-4b59dc722ddc	3	25
c1855ec4-b8a7-42c1-af2a-4b59dc722ddc	7	200
4aeaf56a-8ea5-4b88-8125-7c7b8dc7b9cb	3	50
4aeaf56a-8ea5-4b88-8125-7c7b8dc7b9cb	7	65
a04821fb-5418-41a9-b4db-9f6ad6795677	3	0
a04821fb-5418-41a9-b4db-9f6ad6795677	7	20
3815bdee-2a63-41a4-9818-612823d9ed9e	3	100
3815bdee-2a63-41a4-9818-612823d9ed9e	7	140
7d7959ac-b66b-4ab3-9c90-93996051b2b6	3	55
7d7959ac-b66b-4ab3-9c90-93996051b2b6	7	129
84ddc721-98dd-4656-af94-913484886f79	3	80
84ddc721-98dd-4656-af94-913484886f79	7	110
a76a1818-15ca-472f-951d-417abf7b11ca	3	300
a76a1818-15ca-472f-951d-417abf7b11ca	7	99
45adf7ff-16da-4dd8-b729-d87caadcce74	3	75
45adf7ff-16da-4dd8-b729-d87caadcce74	7	50
0f6201b0-c7be-4f38-8692-e03c22d4c355	3	15
0f6201b0-c7be-4f38-8692-e03c22d4c355	7	150
f00a7d5a-4a91-43b0-b346-5688f9fb183e	3	25
f00a7d5a-4a91-43b0-b346-5688f9fb183e	7	50
206fcd1b-3d41-484e-bfa4-f4860d0af17c	3	0
206fcd1b-3d41-484e-bfa4-f4860d0af17c	7	105
33c42a19-2468-4571-9643-e2e949dcfb03	3	80
33c42a19-2468-4571-9643-e2e949dcfb03	7	50
bfb1afcf-3cea-48c3-b2d4-6dda3d196139	3	170
bfb1afcf-3cea-48c3-b2d4-6dda3d196139	7	170
cf84a21f-a4f5-46cb-806f-28d3262e1212	3	200
cf84a21f-a4f5-46cb-806f-28d3262e1212	7	215
942d5da4-3953-4205-b9c1-c38834a3447f	3	10
942d5da4-3953-4205-b9c1-c38834a3447f	7	100
070618b0-d27a-4e6a-9c07-12f05045b32b	3	120
070618b0-d27a-4e6a-9c07-12f05045b32b	7	80
2a6b33fc-a523-46bb-9d72-b1596c7440e9	3	100
2a6b33fc-a523-46bb-9d72-b1596c7440e9	7	150
63b75d5e-6db0-4c27-aa48-20054305832f	3	300
63b75d5e-6db0-4c27-aa48-20054305832f	7	300
ab05714e-6fa8-4dd5-a958-5eaa4cbd37c9	3	0
ab05714e-6fa8-4dd5-a958-5eaa4cbd37c9	7	111
4f079d2e-dc3f-4ecf-a42b-883f2bb5bbe8	3	100
4f079d2e-dc3f-4ecf-a42b-883f2bb5bbe8	7	100
3923b56b-355c-45e5-80dc-618034565eba	3	10
3923b56b-355c-45e5-80dc-618034565eba	7	150
ca89db4e-2865-4c1a-9ab8-a7605cd78afe	3	0
ca89db4e-2865-4c1a-9ab8-a7605cd78afe	7	0
13aeea8a-4dee-4349-ba28-75c95303ea67	3	160
13aeea8a-4dee-4349-ba28-75c95303ea67	7	60
8c90568d-e530-40a0-a682-d77dd2486b86	3	0
8c90568d-e530-40a0-a682-d77dd2486b86	7	0
df95d264-11b2-4926-ae6e-4c4de72abfb1	3	50
df95d264-11b2-4926-ae6e-4c4de72abfb1	7	120
044c245e-3c2b-4500-812a-dcb158886151	3	0
044c245e-3c2b-4500-812a-dcb158886151	7	30
3d422a8f-8cae-4296-b18e-a24f0a23ceeb	3	50
3d422a8f-8cae-4296-b18e-a24f0a23ceeb	7	20
6c26c495-32a8-49ef-8fb1-9277263c4b07	3	300
6c26c495-32a8-49ef-8fb1-9277263c4b07	7	300
b0abad0c-b79c-42f4-a416-1050b4c6a9cc	3	7
b0abad0c-b79c-42f4-a416-1050b4c6a9cc	7	0
232d1219-4b4d-4f8d-91cf-3fc22818cc0f	3	50
232d1219-4b4d-4f8d-91cf-3fc22818cc0f	7	200
3b908ca9-a227-498c-b8a4-396e4be60eea	3	0
3b908ca9-a227-498c-b8a4-396e4be60eea	7	0
70a697f3-c43b-4ee4-9c78-0d1ff6249fa2	3	100
70a697f3-c43b-4ee4-9c78-0d1ff6249fa2	7	170
d1479f05-3584-4280-bd01-bc8d26494062	3	110
d1479f05-3584-4280-bd01-bc8d26494062	7	200
03adb52b-57a9-44bb-8712-7442527c16fa	3	100
03adb52b-57a9-44bb-8712-7442527c16fa	7	50
24a52691-1026-4528-8d2d-91478904b106	3	10
24a52691-1026-4528-8d2d-91478904b106	7	150
c32f110d-cbb8-4d7f-84ea-6a8548d1273a	3	30
c32f110d-cbb8-4d7f-84ea-6a8548d1273a	7	180
8c68285a-50b5-4645-aeed-cb97e9f2237a	3	10
8c68285a-50b5-4645-aeed-cb97e9f2237a	7	115
0bc4cd6d-12be-4376-b334-a7cf680faf96	3	100
0bc4cd6d-12be-4376-b334-a7cf680faf96	7	0
5035faf5-2608-4958-b590-ecdbe8d44ef7	3	50
5035faf5-2608-4958-b590-ecdbe8d44ef7	7	90
8e849d40-e722-423a-99e9-c2366099b88f	3	10
8e849d40-e722-423a-99e9-c2366099b88f	7	188
9b1e68a7-778b-4110-b9b2-f8776c1104d7	3	10
9b1e68a7-778b-4110-b9b2-f8776c1104d7	7	1
662e6099-b95f-4e0c-b10e-012ea53163dc	3	105
662e6099-b95f-4e0c-b10e-012ea53163dc	7	120
652a5e59-9989-4716-8d1b-cf1d9a5caa90	3	20
652a5e59-9989-4716-8d1b-cf1d9a5caa90	7	35
8d4485e3-0f8e-4a5f-bade-21d1ddff0e75	3	130
8d4485e3-0f8e-4a5f-bade-21d1ddff0e75	7	101
c1485e8a-ed14-4897-81c1-44ac1914374d	3	0
c1485e8a-ed14-4897-81c1-44ac1914374d	7	156
ea365618-2e9d-4502-91d0-ae1dfa13cac9	3	100
ea365618-2e9d-4502-91d0-ae1dfa13cac9	7	110
760d0ee7-fe14-4ec5-a5ee-618c71cf0f0e	3	290
760d0ee7-fe14-4ec5-a5ee-618c71cf0f0e	7	10
e427c99a-04c3-41c7-abdc-a58b3361c0c8	3	50
e427c99a-04c3-41c7-abdc-a58b3361c0c8	7	100
ee491604-de3f-4558-b6f0-7b9656c6b1f0	3	100
ee491604-de3f-4558-b6f0-7b9656c6b1f0	7	105
75fef9cd-1d05-409d-8f87-b671a400b47c	3	100
75fef9cd-1d05-409d-8f87-b671a400b47c	7	300
208330e3-b5ae-431b-929e-d52480ff18df	3	1
208330e3-b5ae-431b-929e-d52480ff18df	7	50
be453d54-2c98-43a8-87c3-78ae0a3567ad	3	175
be453d54-2c98-43a8-87c3-78ae0a3567ad	7	226
a94e2f34-742e-488b-8cd3-3b4a243d6d9c	3	0
a94e2f34-742e-488b-8cd3-3b4a243d6d9c	7	0
b4f6ded4-0590-4a8b-a1f0-d48c2f48979f	3	100
b4f6ded4-0590-4a8b-a1f0-d48c2f48979f	7	200
390bfd37-019d-4e8c-b258-897b5cbe51df	3	300
390bfd37-019d-4e8c-b258-897b5cbe51df	7	200
714bb13d-f837-4f98-baa7-9d876864a332	3	200
714bb13d-f837-4f98-baa7-9d876864a332	7	50
7e731de7-2c42-4c0b-a1ad-b6b93e9e0fea	3	0
7e731de7-2c42-4c0b-a1ad-b6b93e9e0fea	7	0
8ea93e71-5ede-4024-9175-4a894b020e28	3	0
8ea93e71-5ede-4024-9175-4a894b020e28	7	0
2844ea0f-b71d-408a-9ad3-3edc5c3b09ea	3	50
2844ea0f-b71d-408a-9ad3-3edc5c3b09ea	7	160
4650b7de-f290-4892-a60e-7626073c3308	3	5
4650b7de-f290-4892-a60e-7626073c3308	7	15
1d4ea717-f171-4a80-a5f7-8f9dc0a154ea	3	90
1d4ea717-f171-4a80-a5f7-8f9dc0a154ea	7	280
8394d36d-9437-43ec-9a1d-b5ac4af58be8	3	200
8394d36d-9437-43ec-9a1d-b5ac4af58be8	7	300
31c6efb9-54e9-42c5-a269-4434a72186bb	3	100
31c6efb9-54e9-42c5-a269-4434a72186bb	7	286
e98fee7f-9eb5-4973-bb00-db033913b1a6	3	300
e98fee7f-9eb5-4973-bb00-db033913b1a6	7	239
913ea92d-73ae-4912-951e-e23b6838e8e4	3	100
9d63b72a-4763-4b4b-bcc9-e60167268a21	3	30
9d63b72a-4763-4b4b-bcc9-e60167268a21	7	30
2dbe7c8f-2243-4fc3-8a82-9d08d2e75eef	3	50
3167b4f3-a695-40a4-8f74-d79d65aa6fb1	3	45
3167b4f3-a695-40a4-8f74-d79d65aa6fb1	7	100
e2904358-b63d-4a4a-ad8e-d33919b82a82	3	30
e2904358-b63d-4a4a-ad8e-d33919b82a82	7	199
6b30beee-edb1-4a4e-b152-c32064bc9a6a	3	140
6b30beee-edb1-4a4e-b152-c32064bc9a6a	7	90
2c021bfb-43da-43ec-85cc-6d9342ccddba	3	120
2c021bfb-43da-43ec-85cc-6d9342ccddba	7	300
73e7a83f-96f5-4953-8705-c3da0586d488	3	225
73e7a83f-96f5-4953-8705-c3da0586d488	7	250
1f163b36-b92a-4df7-ad3f-365b1d051fa8	3	0
1f163b36-b92a-4df7-ad3f-365b1d051fa8	7	0
81a9c057-2215-459d-9545-d1752e159810	3	30
81a9c057-2215-459d-9545-d1752e159810	7	30
27d21511-1c9d-4779-832d-46a4e236ac1f	3	20
27d21511-1c9d-4779-832d-46a4e236ac1f	7	150
26ff048c-0a71-4689-a932-e54fc6dabf0d	3	255
26ff048c-0a71-4689-a932-e54fc6dabf0d	7	255
317837c1-fe44-44c6-a0ed-c2a7bdfb7200	3	100
317837c1-fe44-44c6-a0ed-c2a7bdfb7200	7	0
507d7dcb-83c8-4204-8257-caa77d528adb	3	160
507d7dcb-83c8-4204-8257-caa77d528adb	7	144
58178403-889e-4c37-9cbd-91fcfc7bd89d	3	0
58178403-889e-4c37-9cbd-91fcfc7bd89d	7	0
99d6c9d3-da92-4bba-a164-629e5d745a9b	3	0
99d6c9d3-da92-4bba-a164-629e5d745a9b	7	0
c2257220-4033-4a14-b73e-5256b139ec91	3	50
c2257220-4033-4a14-b73e-5256b139ec91	7	30
250ff395-e080-4d26-8fb6-b3bc3bd2708a	3	100
250ff395-e080-4d26-8fb6-b3bc3bd2708a	7	155
0c3e9e8d-6037-4dcb-b88c-8ddb035f3314	3	5
0c3e9e8d-6037-4dcb-b88c-8ddb035f3314	7	150
7bc7bd8e-368d-4ab9-b0bc-2c813fd8d0e5	3	50
7bc7bd8e-368d-4ab9-b0bc-2c813fd8d0e5	7	200
87e36b4c-22ce-4bc6-94dd-259adeb57d8c	3	15
87e36b4c-22ce-4bc6-94dd-259adeb57d8c	7	50
1d0a1eca-6706-41a3-ad41-4ca62c2a2fbe	3	300
1d0a1eca-6706-41a3-ad41-4ca62c2a2fbe	7	300
bb36eca7-25cd-49fc-93b0-897ae7dc161f	3	65
bb36eca7-25cd-49fc-93b0-897ae7dc161f	7	50
f23cdd73-f10c-465b-ae18-b84ffec55778	3	150
f23cdd73-f10c-465b-ae18-b84ffec55778	7	50
32d69393-d921-4dca-908f-d5827013254c	3	30
32d69393-d921-4dca-908f-d5827013254c	7	71
abf1a151-a18e-493d-9915-2c2a28ea2e6a	3	0
abf1a151-a18e-493d-9915-2c2a28ea2e6a	7	0
783b836f-3c96-46d6-82d6-e67534729a95	3	90
783b836f-3c96-46d6-82d6-e67534729a95	7	80
d09c5fb1-ba1f-4470-9a69-05ffe1a68739	3	100
d09c5fb1-ba1f-4470-9a69-05ffe1a68739	7	299
86c68f33-e319-49cd-9648-37f05cb8aa95	3	1
86c68f33-e319-49cd-9648-37f05cb8aa95	7	120
611fb718-f88a-4052-be7d-2c6ff4f78261	3	200
611fb718-f88a-4052-be7d-2c6ff4f78261	7	75
c490a168-5194-4f1b-b5a5-d26c5a1dfcde	3	100
c490a168-5194-4f1b-b5a5-d26c5a1dfcde	7	163
9c5ede66-6b4c-45b4-a777-6b9cf1c3915f	3	300
9c5ede66-6b4c-45b4-a777-6b9cf1c3915f	7	100
2ce208d1-37ca-43de-bb09-c29693e20dc6	3	120
2ce208d1-37ca-43de-bb09-c29693e20dc6	7	225
c13c6a91-330d-4b3f-8c70-ce17db3bb495	3	10
c13c6a91-330d-4b3f-8c70-ce17db3bb495	7	50
bfca2c79-33e1-4e57-8cf4-6af09062c27d	3	0
bfca2c79-33e1-4e57-8cf4-6af09062c27d	7	0
13109639-fd6e-44ca-b8f9-306577bca108	3	175
13109639-fd6e-44ca-b8f9-306577bca108	7	300
b23bc427-b5c7-484d-9ab2-fc25b4cf03a4	3	0
b23bc427-b5c7-484d-9ab2-fc25b4cf03a4	7	0
377bdd84-f37c-4fd1-923c-0697171dcaa7	3	50
377bdd84-f37c-4fd1-923c-0697171dcaa7	7	124
d036d231-a793-41a0-85de-d9e1c6af5bc5	3	100
d036d231-a793-41a0-85de-d9e1c6af5bc5	7	80
4778d564-8e77-45c0-82bd-c36279d7e823	3	175
4778d564-8e77-45c0-82bd-c36279d7e823	7	300
c4332201-d7f3-447d-8abb-b95a338cf06c	3	60
c4332201-d7f3-447d-8abb-b95a338cf06c	7	200
7c7cda15-9a0e-4f68-a1e3-8e8ade6dd46b	3	45
7c7cda15-9a0e-4f68-a1e3-8e8ade6dd46b	7	300
ee85c491-84c0-4acf-a648-4370afe60f0b	3	0
ee85c491-84c0-4acf-a648-4370afe60f0b	7	0
6cdffccc-a00d-4320-ab88-64768f8265b1	3	50
6cdffccc-a00d-4320-ab88-64768f8265b1	7	120
3ab0a3c7-fc1a-494f-bb2f-cc33551d3997	3	20
3ab0a3c7-fc1a-494f-bb2f-cc33551d3997	7	20
7445b59f-0228-477d-a765-8f32ca9e9583	3	69
7445b59f-0228-477d-a765-8f32ca9e9583	7	100
0137ac61-d62b-43fc-976a-88ceee3ef81f	3	0
0137ac61-d62b-43fc-976a-88ceee3ef81f	7	5
f9aa455e-fd3e-4c03-9b71-c0c6654464bf	3	100
f9aa455e-fd3e-4c03-9b71-c0c6654464bf	7	120
d8e02e6d-c932-4767-a46c-7e7f836ed6b3	3	100
d8e02e6d-c932-4767-a46c-7e7f836ed6b3	7	225
a290aeb5-3cea-4cd4-b776-e1817422ce28	3	0
a290aeb5-3cea-4cd4-b776-e1817422ce28	7	0
72a0f8df-8a7b-4180-b0d3-6cc3a4606740	3	200
72a0f8df-8a7b-4180-b0d3-6cc3a4606740	7	200
7cc8ef05-e907-41b7-9fe6-6675f648e509	3	10
7cc8ef05-e907-41b7-9fe6-6675f648e509	7	150
2786662f-f2d6-40dd-874a-e64ed55b83f2	3	15
2786662f-f2d6-40dd-874a-e64ed55b83f2	7	10
6ddf97ac-5ca0-4a33-b599-bff5e220c4c6	3	145
6ddf97ac-5ca0-4a33-b599-bff5e220c4c6	7	235
94aa3fdf-13c3-46ac-a254-d69674943363	3	50
94aa3fdf-13c3-46ac-a254-d69674943363	7	50
5e8a006b-0b53-4f45-ad0d-565f129d2152	3	100
5e8a006b-0b53-4f45-ad0d-565f129d2152	7	200
ca16b2c7-150d-4782-ad24-13315339aa78	3	125
ca16b2c7-150d-4782-ad24-13315339aa78	7	180
88274885-b444-4c1b-afae-8cc63dea2f9e	3	100
88274885-b444-4c1b-afae-8cc63dea2f9e	7	50
3b38b50c-0921-4ced-9756-db197816a5d0	3	100
3b38b50c-0921-4ced-9756-db197816a5d0	7	270
91295260-5131-4d8b-8f74-152ff7fe2528	3	250
91295260-5131-4d8b-8f74-152ff7fe2528	7	260
f053d2a8-b6bc-41b8-8772-26a7625f710a	3	100
f053d2a8-b6bc-41b8-8772-26a7625f710a	7	250
299fde4b-ee66-49d2-81e8-7b4364d25601	3	100
299fde4b-ee66-49d2-81e8-7b4364d25601	7	225
750c9670-27f9-4f4b-bb83-4429cce8965d	3	50
750c9670-27f9-4f4b-bb83-4429cce8965d	7	51
4bddae6a-e45f-46b0-a628-279193afc779	3	0
4bddae6a-e45f-46b0-a628-279193afc779	7	240
b3713a45-8d27-4db0-9ec6-e4a1cf87daf6	3	0
b3713a45-8d27-4db0-9ec6-e4a1cf87daf6	7	0
616c38a1-a90d-4a70-a18c-6f6b32dd283f	3	100
616c38a1-a90d-4a70-a18c-6f6b32dd283f	7	150
c687eb13-cd83-4967-b410-5988f3edfea8	3	295
c687eb13-cd83-4967-b410-5988f3edfea8	7	250
e24f9ce2-df0c-440e-96ce-affd02ed19a4	3	20
e24f9ce2-df0c-440e-96ce-affd02ed19a4	7	150
e61b625e-b8e8-4132-b717-33dcaa1c2843	3	0
e61b625e-b8e8-4132-b717-33dcaa1c2843	7	0
2b1ce0db-dae4-440d-9f8a-7ecf55704568	3	300
2b1ce0db-dae4-440d-9f8a-7ecf55704568	7	200
92d376f0-dabc-4089-845d-8c884aee38f7	3	15
92d376f0-dabc-4089-845d-8c884aee38f7	7	50
d07203ac-f8db-432d-9bda-729816f48820	3	1
d07203ac-f8db-432d-9bda-729816f48820	7	1
4bce0d7d-fb8e-49e5-b413-ca751fe65c18	3	5
4bce0d7d-fb8e-49e5-b413-ca751fe65c18	7	50
a37aeb8c-1f90-4de4-b0d7-df72a38a6e47	3	50
a37aeb8c-1f90-4de4-b0d7-df72a38a6e47	7	70
d62b4d96-0b89-413d-8b32-63e90c606cd2	3	180
d62b4d96-0b89-413d-8b32-63e90c606cd2	7	180
20ab29f8-fc7f-49af-b647-12503e363595	3	50
20ab29f8-fc7f-49af-b647-12503e363595	7	120
