id	block	bid
bc322b98-a056-4e24-ab95-3a3580fcbb93	7	251
f1c2a98e-0738-47f9-b670-72d0d52d9c04	3	0
f1c2a98e-0738-47f9-b670-72d0d52d9c04	7	150
e70e260d-89e2-4fb0-bcfe-07f299c9c99b	3	20
e70e260d-89e2-4fb0-bcfe-07f299c9c99b	7	280
90553ea3-e275-43a3-afe9-18fefe83b797	3	120
90553ea3-e275-43a3-afe9-18fefe83b797	7	120
14439041-c353-42ec-8b0d-696e3827d9d0	3	180
14439041-c353-42ec-8b0d-696e3827d9d0	7	200
5d2f9b33-5d37-48b4-a874-160a97cab654	3	0
5d2f9b33-5d37-48b4-a874-160a97cab654	7	0
601dc6f5-f7d9-46db-9509-5eb01343b644	3	50
601dc6f5-f7d9-46db-9509-5eb01343b644	7	140
a8337fc0-609d-48a2-8c7d-7eac635adb59	3	145
a8337fc0-609d-48a2-8c7d-7eac635adb59	7	3
fddbd9eb-8af4-408f-92c4-adb2de449f3b	3	32
fddbd9eb-8af4-408f-92c4-adb2de449f3b	7	200
b588d51f-a123-4a3d-b81a-a7d93e0f9f52	3	155
b588d51f-a123-4a3d-b81a-a7d93e0f9f52	7	191
cc79acdd-50ad-4278-bd3c-77b8231e5f7b	3	0
cc79acdd-50ad-4278-bd3c-77b8231e5f7b	7	40
192c5fa4-3561-4821-ad29-63be540f1e49	3	200
192c5fa4-3561-4821-ad29-63be540f1e49	7	298
3463b0f0-eca0-47bf-a161-5790ea46061e	3	150
3463b0f0-eca0-47bf-a161-5790ea46061e	7	204
809417b4-1e17-4cfc-afb2-7b7a2aaa154c	3	50
809417b4-1e17-4cfc-afb2-7b7a2aaa154c	7	300
7054efc1-390b-43a2-8b82-9484189edc0d	3	157
7054efc1-390b-43a2-8b82-9484189edc0d	7	179
7efc290b-6fd2-465c-b617-5b050e5f7c7b	3	115
7efc290b-6fd2-465c-b617-5b050e5f7c7b	7	99
c9224dc5-21e9-4efc-a04f-c42b479aeffe	3	15
c9224dc5-21e9-4efc-a04f-c42b479aeffe	7	210
4abca261-ed22-4157-a349-eb8e84d439b2	3	10
4abca261-ed22-4157-a349-eb8e84d439b2	7	150
a028ace0-928f-43a9-8ef4-bc20b1dadfe8	3	200
a028ace0-928f-43a9-8ef4-bc20b1dadfe8	7	200
ab8b4070-66ac-4c78-b8a6-f4440f0e2f10	3	0
ab8b4070-66ac-4c78-b8a6-f4440f0e2f10	7	0
4617e72c-f0aa-4927-a89d-dd287e9a5511	3	300
4617e72c-f0aa-4927-a89d-dd287e9a5511	7	300
fa69beea-64f5-4cba-9942-3e0c02ac50f8	3	50
fa69beea-64f5-4cba-9942-3e0c02ac50f8	7	50
db2a60dd-24cc-4bcf-b154-01f70ea4797b	3	150
db2a60dd-24cc-4bcf-b154-01f70ea4797b	7	250
80a51c7a-3a44-4c5e-82f6-215db491d368	3	50
80a51c7a-3a44-4c5e-82f6-215db491d368	7	100
f3084089-a209-4ece-9e98-5dcb89f5a298	3	150
f3084089-a209-4ece-9e98-5dcb89f5a298	7	300
6206f933-ce2c-4dd6-baeb-75e865bde85a	3	120
6206f933-ce2c-4dd6-baeb-75e865bde85a	7	200
01838e27-d7b3-4477-8843-974d0bd70592	3	0
01838e27-d7b3-4477-8843-974d0bd70592	7	0
35aea501-a699-4959-8bfe-ab31013608b3	3	60
35aea501-a699-4959-8bfe-ab31013608b3	7	150
721a9703-3a0b-4f8a-8021-75266c7aa6bb	3	20
721a9703-3a0b-4f8a-8021-75266c7aa6bb	7	100
e9a5ab82-89b1-44fc-81b6-08f02e7afbea	3	80
e9a5ab82-89b1-44fc-81b6-08f02e7afbea	7	100
9c9e8505-5b90-4e64-be5b-83869d878363	3	100
9c9e8505-5b90-4e64-be5b-83869d878363	7	70
d719d4f3-8a76-4399-90e9-de504431c07c	3	30
d719d4f3-8a76-4399-90e9-de504431c07c	7	150
cced9ed2-9106-4c43-94af-4d8956ca98b8	3	0
cced9ed2-9106-4c43-94af-4d8956ca98b8	7	156
8607300f-eadc-462a-8335-8f5e5f86a07d	3	140
8607300f-eadc-462a-8335-8f5e5f86a07d	7	140
d9a089d8-6cf1-48ee-b272-0468ea1eb1e8	3	50
d9a089d8-6cf1-48ee-b272-0468ea1eb1e8	7	200
57b2df29-4c1b-4cf2-8694-a3ee55f4734b	3	200
57b2df29-4c1b-4cf2-8694-a3ee55f4734b	7	300
90427588-a547-48b7-9517-a9bb8dda8c63	3	150
90427588-a547-48b7-9517-a9bb8dda8c63	7	200
7c3723e4-4c13-46f0-9b96-0ca791a3d15a	3	100
7c3723e4-4c13-46f0-9b96-0ca791a3d15a	7	300
11e6e146-b1f2-4dbe-a3ef-dd1b1cf384ca	3	200
11e6e146-b1f2-4dbe-a3ef-dd1b1cf384ca	7	100
12cb492d-cc65-489b-b4e0-9613bff317ff	3	0
12cb492d-cc65-489b-b4e0-9613bff317ff	7	50
9c24a135-eb00-48ae-ba21-5f8f84566df0	3	299
9c24a135-eb00-48ae-ba21-5f8f84566df0	7	300
124f6598-ef74-482b-8323-c1cc739ccbfb	3	100
124f6598-ef74-482b-8323-c1cc739ccbfb	7	130
480621b9-24c7-438f-825f-fc3bd72d0c7c	3	0
480621b9-24c7-438f-825f-fc3bd72d0c7c	7	0
fe393ca2-47e0-448a-a4bd-43822ec9897b	3	100
fe393ca2-47e0-448a-a4bd-43822ec9897b	7	120
18766930-35ab-48a5-9b4c-fbb903551ae0	3	0
18766930-35ab-48a5-9b4c-fbb903551ae0	7	150
aca255af-50af-4292-ab8e-e52623fde60c	3	50
aca255af-50af-4292-ab8e-e52623fde60c	7	50
2a5f9eec-b49d-4ad3-a6ed-880f7c4a51bb	3	40
2a5f9eec-b49d-4ad3-a6ed-880f7c4a51bb	7	300
461e36ef-2744-41b4-a429-214b4c844755	3	5
461e36ef-2744-41b4-a429-214b4c844755	7	0
95343453-e8b0-43c1-898a-d1f6a74ffae3	3	90
95343453-e8b0-43c1-898a-d1f6a74ffae3	7	55
62402dad-d3b6-4e7a-9b09-7d81908765e7	3	200
62402dad-d3b6-4e7a-9b09-7d81908765e7	7	200
30687918-83c4-4263-a828-44d9cdde7a8b	3	150
30687918-83c4-4263-a828-44d9cdde7a8b	7	212
99ca786d-9dfa-4d91-9f0e-62d9930d6860	3	50
99ca786d-9dfa-4d91-9f0e-62d9930d6860	7	0
2b9562a7-c846-4de3-81d6-d24ebde66b84	3	35
2b9562a7-c846-4de3-81d6-d24ebde66b84	7	0
d765d2cf-ef45-41e6-ad7f-8814b46535f5	3	0
d765d2cf-ef45-41e6-ad7f-8814b46535f5	7	0
1828ce77-b575-4bca-aa3b-517fb06f8172	3	140
1828ce77-b575-4bca-aa3b-517fb06f8172	7	200
4c1e0ae3-bbf6-482f-9a03-d17bbf44accd	3	200
4c1e0ae3-bbf6-482f-9a03-d17bbf44accd	7	160
121c5293-f03e-45fc-a08d-a068f94329fb	3	50
121c5293-f03e-45fc-a08d-a068f94329fb	7	50
b592a427-b9ab-4b45-aacb-a641480c0890	3	55
b592a427-b9ab-4b45-aacb-a641480c0890	7	120
bb82be52-279f-4076-9df5-01082b760687	3	0
bb82be52-279f-4076-9df5-01082b760687	7	0
88ff3945-16cb-42bb-b174-f9ea0cbfb011	3	85
88ff3945-16cb-42bb-b174-f9ea0cbfb011	7	221
aa2e4a71-4ae2-4c3e-bafe-a6b27e96bf9b	3	50
aa2e4a71-4ae2-4c3e-bafe-a6b27e96bf9b	7	100
c1bfe895-fb86-4f48-8740-a188999a1fd2	3	60
c1bfe895-fb86-4f48-8740-a188999a1fd2	7	10
75a0beec-f9d2-443c-80b0-af4da8568b90	3	5
75a0beec-f9d2-443c-80b0-af4da8568b90	7	250
98e3edd2-4de1-4bf8-a64a-aee0c82c636b	3	150
98e3edd2-4de1-4bf8-a64a-aee0c82c636b	7	300
dec03a33-8360-4894-9fb0-abc3962b7ca7	3	22
dec03a33-8360-4894-9fb0-abc3962b7ca7	7	50
66684283-bd7d-49e5-8c8f-89112451b7dc	3	10
66684283-bd7d-49e5-8c8f-89112451b7dc	7	20
a709d825-98db-4dad-89d9-530b2fda8179	3	100
a709d825-98db-4dad-89d9-530b2fda8179	7	173
de7ff20e-5a37-4106-b7f6-2546126a6ddc	3	300
de7ff20e-5a37-4106-b7f6-2546126a6ddc	7	150
fc8ffdfe-ba6d-4e59-962a-171f3441c35c	3	100
fc8ffdfe-ba6d-4e59-962a-171f3441c35c	7	300
948f1404-83f9-467b-bb70-568d99938477	3	150
948f1404-83f9-467b-bb70-568d99938477	7	285
57adb9ed-2443-4484-9960-8fa5fcb527b1	3	200
57adb9ed-2443-4484-9960-8fa5fcb527b1	7	220
ebda2c24-a29e-4206-a979-a57a9572a506	3	100
ebda2c24-a29e-4206-a979-a57a9572a506	7	90
9e8097b1-cbfd-4eb3-85bf-4fe5a98a0dc5	3	10
9e8097b1-cbfd-4eb3-85bf-4fe5a98a0dc5	7	200
9c5f3470-70ed-4818-92e4-5a19f1e717f9	3	65
9c5f3470-70ed-4818-92e4-5a19f1e717f9	7	105
a9f7a6ff-7bb5-455b-8646-e1404569a4f9	3	30
a9f7a6ff-7bb5-455b-8646-e1404569a4f9	7	10
97b3a156-86dc-4340-b916-c41f29180278	3	100
97b3a156-86dc-4340-b916-c41f29180278	7	100
e60f7cca-e7aa-4080-8d54-3eb58e8481ed	3	100
e60f7cca-e7aa-4080-8d54-3eb58e8481ed	7	300
7598ffaf-8520-4d69-b9ae-2dc8dd759f16	3	150
7598ffaf-8520-4d69-b9ae-2dc8dd759f16	7	150
89aa167d-810c-4d65-8e4c-7f6f7791ef44	3	0
89aa167d-810c-4d65-8e4c-7f6f7791ef44	7	69
0e8a89ae-2a79-436b-b21e-43a2547a7d27	3	75
0e8a89ae-2a79-436b-b21e-43a2547a7d27	7	150
d0e78264-3881-44ca-8488-7fda15c82713	3	150
d0e78264-3881-44ca-8488-7fda15c82713	7	187
b7f6a14a-c410-4909-bb2b-2b5e1aebaf88	3	115
b7f6a14a-c410-4909-bb2b-2b5e1aebaf88	7	200
1f205f0d-1e5a-450d-9f9f-6c1f0df1554d	3	0
1f205f0d-1e5a-450d-9f9f-6c1f0df1554d	7	0
acc95164-0811-423d-b403-423827a1a345	3	195
acc95164-0811-423d-b403-423827a1a345	7	200
783fd298-3100-439f-ba8a-c5a767c3a7a5	3	0
783fd298-3100-439f-ba8a-c5a767c3a7a5	7	0
48b292f3-fb3d-4bc4-80c5-bf81a611c5b0	3	177
48b292f3-fb3d-4bc4-80c5-bf81a611c5b0	7	277
ad393d2b-dac1-4273-8c75-57ba08a5b4b1	3	150
ad393d2b-dac1-4273-8c75-57ba08a5b4b1	7	158
49764889-7df4-4df0-b241-00b5db9d9903	3	175
49764889-7df4-4df0-b241-00b5db9d9903	7	100
89feb0b7-0e1b-4406-bdd2-97fd6b4aa3da	3	0
89feb0b7-0e1b-4406-bdd2-97fd6b4aa3da	7	70
54c557d4-2b91-4e19-b7c5-21b687a55b33	3	135
54c557d4-2b91-4e19-b7c5-21b687a55b33	7	140
52d44276-c3d3-48e4-96be-c969acb99aa3	3	110
52d44276-c3d3-48e4-96be-c969acb99aa3	7	150
