id	block	trial	version	condition	roll	prediction	report	reward	charity	time	time1	time2
da1cd9f2-f5b8-4e59-a111-464c4af524df	7	1	treatment	highinfo	6	NA	win	-77	100	5.273477000000639	2.633258100000603	1.1206977000001643
da1cd9f2-f5b8-4e59-a111-464c4af524df	7	2	treatment	highinfo	3	NA	win	-67	100	6.785073299999567	3.401079199999913	2.066763599999831
da1cd9f2-f5b8-4e59-a111-464c4af524df	7	3	treatment	highinfo	6	NA	win	-52	100	5.45680529999936	2.8488287999998647	0.8836544999994658
da1cd9f2-f5b8-4e59-a111-464c4af524df	7	4	treatment	highinfo	2	NA	loss	-52	100	4.4410249000002295	1.785061599999608	1.1344543000004705
da1cd9f2-f5b8-4e59-a111-464c4af524df	7	5	treatment	highinfo	3	NA	win	-32	100	5.664495199999692	2.792519099999481	1.3517086000001655
da1cd9f2-f5b8-4e59-a111-464c4af524df	7	6	treatment	highinfo	3	NA	win	-7	100	5.016384200000175	1.9604306000001088	1.7386925000000701
da1cd9f2-f5b8-4e59-a111-464c4af524df	7	7	treatment	highinfo	2	NA	loss	-7	100	4.944711399999505	1.5047897999993438	1.7156768999993801
da1cd9f2-f5b8-4e59-a111-464c4af524df	7	8	treatment	highinfo	2	NA	win	23	100	4.129047700000228	1.7686495999996623	0.8402807000002213
da1cd9f2-f5b8-4e59-a111-464c4af524df	7	9	treatment	highinfo	2	NA	win	58	100	4.7365772000002835	2.112475199999608	0.9007450000008248
da1cd9f2-f5b8-4e59-a111-464c4af524df	7	10	treatment	highinfo	5	NA	loss	58	100	6.896714700000302	3.080775999999787	2.2955330000004324
da1cd9f2-f5b8-4e59-a111-464c4af524df	7	11	treatment	highinfo	6	NA	win	98	100	4.216454399999748	1.864511499999935	0.6270889999996143
da1cd9f2-f5b8-4e59-a111-464c4af524df	7	12	treatment	highinfo	3	NA	loss	98	100	6.128677599999719	2.2483940000001894	2.360835099999349
5aae63b2-df86-4711-96e1-28d8b4774d0d	7	1	control	highinfo	6	even	NA	5	100	14.489714899999854	11.80172870000024	1.168218099999649
5aae63b2-df86-4711-96e1-28d8b4774d0d	7	2	control	highinfo	5	even	NA	5	100	3.53621320000002	1.1202574999997523	1.099149600000601
5aae63b2-df86-4711-96e1-28d8b4774d0d	7	3	control	highinfo	5	even	NA	5	100	4.31290319999971	1.832849499999611	0.7536387999998624
5aae63b2-df86-4711-96e1-28d8b4774d0d	7	4	control	highinfo	3	odd	NA	15	100	3.0249840999995286	0.8970561000005546	0.80920100000003
5aae63b2-df86-4711-96e1-28d8b4774d0d	7	5	control	highinfo	5	even	NA	15	100	3.9373054999996384	1.857227000000421	0.7588551999997435
5aae63b2-df86-4711-96e1-28d8b4774d0d	7	6	control	highinfo	3	odd	NA	30	100	3.496445099999619	1.048530000000028	0.9234233999995922
5aae63b2-df86-4711-96e1-28d8b4774d0d	7	7	control	highinfo	5	odd	NA	50	100	2.9368644999995013	0.736863699999958	0.6784525999992184
5aae63b2-df86-4711-96e1-28d8b4774d0d	7	8	control	highinfo	3	odd	NA	75	100	3.1772414000006393	0.8651960000006511	0.7896397999993496
5aae63b2-df86-4711-96e1-28d8b4774d0d	7	9	control	highinfo	2	odd	NA	75	100	3.4489243000007264	1.3369686000005458	0.7943747000008443
5aae63b2-df86-4711-96e1-28d8b4774d0d	7	10	control	highinfo	5	odd	NA	105	100	3.657169600000998	1.585260500000004	0.5494273000003886
5aae63b2-df86-4711-96e1-28d8b4774d0d	7	11	control	highinfo	4	odd	NA	105	100	2.9849492000012106	0.9768213999996078	0.6877356000004511
5aae63b2-df86-4711-96e1-28d8b4774d0d	7	12	control	highinfo	2	odd	NA	105	100	3.4246574000007968	1.5527294999992591	0.5537185000011959
ce9fdb7a-02a7-40be-add0-bfa3e83f0c35	7	1	control	highinfo	5	odd	NA	5	100	6.713596999999936	4.337347300000147	0.8586205999999947
ce9fdb7a-02a7-40be-add0-bfa3e83f0c35	7	2	control	highinfo	2	odd	NA	5	100	4.137059799999406	1.4810246999995798	0.9324004000000059
ce9fdb7a-02a7-40be-add0-bfa3e83f0c35	7	3	control	highinfo	6	odd	NA	5	100	4.071654700000181	1.4479338999999527	1.3039537000004202
ce9fdb7a-02a7-40be-add0-bfa3e83f0c35	7	4	control	highinfo	1	odd	NA	15	100	3.9851754999999685	1.6012460000001738	1.0652801999995063
ce9fdb7a-02a7-40be-add0-bfa3e83f0c35	7	5	control	highinfo	1	odd	NA	30	100	3.9290036000002146	1.4090102000000115	0.9968211000004885
