id	block	trial	version	condition	roll	prediction	report	reward	charity	time	time1	time2
da1cd9f2-f5b8-4e59-a111-464c4af524df	6	1	control	highinfo	6	odd	NA	0	100	4.554469400000016	2.154500300000109	0.8771662999997716
da1cd9f2-f5b8-4e59-a111-464c4af524df	6	2	control	highinfo	4	odd	NA	0	100	4.0090390000004845	1.3290235000004031	0.9573599000004833
da1cd9f2-f5b8-4e59-a111-464c4af524df	6	3	control	highinfo	1	odd	NA	5	100	3.9377785000006043	1.6890355000005002	0.7278686999998172
da1cd9f2-f5b8-4e59-a111-464c4af524df	6	4	control	highinfo	6	odd	NA	5	100	3.383813200000077	1.0958815000003597	0.9698541999996451
da1cd9f2-f5b8-4e59-a111-464c4af524df	6	5	control	highinfo	3	even	NA	5	100	3.312966999999844	0.9529673999995794	1.0421171000007234
da1cd9f2-f5b8-4e59-a111-464c4af524df	6	6	control	highinfo	2	even	NA	15	100	3.7849084999998013	0.9128590999998778	1.1455785999996806
da1cd9f2-f5b8-4e59-a111-464c4af524df	6	7	control	highinfo	4	even	NA	30	100	4.768681799999285	1.9926760999996986	1.0514110999993136
da1cd9f2-f5b8-4e59-a111-464c4af524df	6	8	control	highinfo	4	odd	NA	30	100	4.656273300000066	2.040353299999879	0.8905690999999933
da1cd9f2-f5b8-4e59-a111-464c4af524df	6	9	control	highinfo	6	odd	NA	30	100	4.296711199999663	1.6326104999998279	1.3454977000001236
da1cd9f2-f5b8-4e59-a111-464c4af524df	6	10	control	highinfo	6	odd	NA	30	100	6.272606199999245	1.8887390999998388	2.8622527999996237
da1cd9f2-f5b8-4e59-a111-464c4af524df	6	11	control	highinfo	2	odd	NA	30	100	3.2162112000005436	0.8400652000000264	1.0582172000003993
da1cd9f2-f5b8-4e59-a111-464c4af524df	6	12	control	highinfo	3	even	NA	30	100	3.9284117000006518	1.2404391000000032	0.965245500000492
5aae63b2-df86-4711-96e1-28d8b4774d0d	6	1	control	highinfo	6	odd	NA	0	100	6.378358500000104	3.018304000000171	1.8378906999996616
