id	block	trial	version	condition	roll	prediction	report	reward	charity	time	time1	time2
da1cd9f2-f5b8-4e59-a111-464c4af524df	5	1	control	highinfo	5	odd	NA	5	100	5.841260300000613	2.8007376000005024	1.723703900000146
da1cd9f2-f5b8-4e59-a111-464c4af524df	5	2	control	highinfo	4	odd	NA	5	100	4.144665699999678	1.4405951999997342	0.9806775999995807
da1cd9f2-f5b8-4e59-a111-464c4af524df	5	3	control	highinfo	2	even	NA	15	100	4.241048000000774	1.2410816000001432	1.4813668000006146
da1cd9f2-f5b8-4e59-a111-464c4af524df	5	4	control	highinfo	2	even	NA	30	100	3.6244952999995803	1.344456099999661	0.7633641000002171
da1cd9f2-f5b8-4e59-a111-464c4af524df	5	5	control	highinfo	2	odd	NA	30	100	3.76892399999997	1.5048698000000513	0.7456983000001856
da1cd9f2-f5b8-4e59-a111-464c4af524df	5	6	control	highinfo	2	odd	NA	30	100	4.096730399999615	1.4568835999998555	0.9161856999999145
da1cd9f2-f5b8-4e59-a111-464c4af524df	5	7	control	highinfo	3	even	NA	30	100	3.1371344999997746	1.0411167999991449	0.7799699000006513
da1cd9f2-f5b8-4e59-a111-464c4af524df	5	8	control	highinfo	5	odd	NA	50	100	4.329038599999876	2.1610208000001876	0.8501882999998998
da1cd9f2-f5b8-4e59-a111-464c4af524df	5	9	control	highinfo	6	odd	NA	50	100	4.272738500000742	1.496856900000239	1.0496911000000182
da1cd9f2-f5b8-4e59-a111-464c4af524df	5	10	control	highinfo	2	even	NA	75	100	4.3208629999999175	2.064837400000215	0.9378434000000198
da1cd9f2-f5b8-4e59-a111-464c4af524df	5	11	control	highinfo	5	odd	NA	105	100	4.20927810000012	1.4492840000002616	1.033482599999843
da1cd9f2-f5b8-4e59-a111-464c4af524df	5	12	control	highinfo	2	odd	NA	105	100	5.616971700000249	2.657028800000262	1.6459463000001051
5aae63b2-df86-4711-96e1-28d8b4774d0d	5	1	control	highinfo	2	odd	NA	0	100	5.49810350000007	2.210089999999582	1.7664400000003297
5aae63b2-df86-4711-96e1-28d8b4774d0d	5	2	control	highinfo	5	odd	NA	5	100	3.4251748000006046	1.0012491000006776	0.7000502999999298
5aae63b2-df86-4711-96e1-28d8b4774d0d	5	3	control	highinfo	3	odd	NA	15	100	3.6492471000001387	1.2252551000001404	0.9034611999995832
5aae63b2-df86-4711-96e1-28d8b4774d0d	5	4	control	highinfo	6	odd	NA	15	100	5.632926399999633	2.752937999999631	1.3579421999993428
5aae63b2-df86-4711-96e1-28d8b4774d0d	5	5	control	highinfo	1	odd	NA	30	100	3.3690661999999065	1.201134799999636	0.8518222000002424
5aae63b2-df86-4711-96e1-28d8b4774d0d	5	6	control	highinfo	3	odd	NA	50	100	3.4243995999995605	1.056470999999874	0.8484492999996291
5aae63b2-df86-4711-96e1-28d8b4774d0d	5	7	control	highinfo	2	odd	NA	50	100	4.01705530000072	0.8654099000004862	1.42908080000052
5aae63b2-df86-4711-96e1-28d8b4774d0d	5	8	control	highinfo	2	odd	NA	50	100	3.5693299000004117	1.0653028999995513	0.7794966000001295
5aae63b2-df86-4711-96e1-28d8b4774d0d	5	9	control	highinfo	3	odd	NA	75	100	3.745238999999856	1.2013037999995504	0.8159210000003441
