id	block	trial	version	condition	roll	prediction	report	reward	charity	time	time1	time2
da1cd9f2-f5b8-4e59-a111-464c4af524df	4	1	control	highinfo	1	even	NA	0	100	10.818758500000513	8.138739400000304	1.3608911000001171
da1cd9f2-f5b8-4e59-a111-464c4af524df	4	2	control	highinfo	4	odd	NA	0	100	4.80913370000053	2.3051241000002847	1.1878046000001632
da1cd9f2-f5b8-4e59-a111-464c4af524df	4	3	control	highinfo	2	odd	NA	0	100	3.4411423000001378	1.3130749000001742	0.8120625999999902
da1cd9f2-f5b8-4e59-a111-464c4af524df	4	4	control	highinfo	1	odd	NA	5	100	3.904583300000013	1.5763178999995944	1.0119361000006393
da1cd9f2-f5b8-4e59-a111-464c4af524df	4	5	control	highinfo	3	odd	NA	15	100	3.600774999999885	1.4167803000000276	0.8655509999998685
da1cd9f2-f5b8-4e59-a111-464c4af524df	4	6	control	highinfo	5	even	NA	15	100	3.5766280999996525	1.336620099999891	0.9245393999999578
da1cd9f2-f5b8-4e59-a111-464c4af524df	4	7	control	highinfo	4	even	NA	30	100	3.9768370000001596	1.4006207000002178	0.8346902000002956
da1cd9f2-f5b8-4e59-a111-464c4af524df	4	8	control	highinfo	6	even	NA	50	100	4.0092391999996835	1.3691997999994783	0.91435569999976
da1cd9f2-f5b8-4e59-a111-464c4af524df	4	9	control	highinfo	5	odd	NA	75	100	3.4806233999997858	1.2566219000000274	0.9072783999999956
da1cd9f2-f5b8-4e59-a111-464c4af524df	4	10	control	highinfo	4	odd	NA	75	100	4.320187700000133	1.848103700000138	0.9528135000000475
da1cd9f2-f5b8-4e59-a111-464c4af524df	4	11	control	highinfo	5	odd	NA	105	100	4.448963400000139	1.720937099999901	1.205209300000206
da1cd9f2-f5b8-4e59-a111-464c4af524df	4	12	control	highinfo	2	even	NA	140	100	5.440384699999413	2.6164131999994424	1.5095062999998845
5aae63b2-df86-4711-96e1-28d8b4774d0d	4	1	control	highinfo	1	even	NA	0	100	17.025598999999602	14.241667199999938	1.2648315999995248
5aae63b2-df86-4711-96e1-28d8b4774d0d	4	2	control	highinfo	5	even	NA	0	100	4.697764699999425	1.609392200000002	1.3647218999994948
5aae63b2-df86-4711-96e1-28d8b4774d0d	4	3	control	highinfo	5	even	NA	0	100	4.4009716999999	1.6569644999999582	1.2212913000003027
5aae63b2-df86-4711-96e1-28d8b4774d0d	4	4	control	highinfo	4	odd	NA	0	100	4.817059400000289	2.1450460999994903	1.1499676000003092
5aae63b2-df86-4711-96e1-28d8b4774d0d	4	5	control	highinfo	4	odd	NA	0	100	4.320497100000466	1.5685389999998733	1.0298637000005328
5aae63b2-df86-4711-96e1-28d8b4774d0d	4	6	control	highinfo	5	even	NA	0	100	4.705302999999731	1.2089394000004177	1.7728055999996286
5aae63b2-df86-4711-96e1-28d8b4774d0d	4	7	control	highinfo	5	even	NA	0	100	3.928555899999992	1.6085579000000507	1.0008020000004763
5aae63b2-df86-4711-96e1-28d8b4774d0d	4	8	control	highinfo	4	odd	NA	0	100	5.065109599999232	2.0811335999997027	1.2581516000000192
5aae63b2-df86-4711-96e1-28d8b4774d0d	4	9	control	highinfo	3	odd	NA	5	100	3.856981999999334	1.216844300000048	1.3201413999995566
5aae63b2-df86-4711-96e1-28d8b4774d0d	4	10	control	highinfo	1	odd	NA	15	100	4.960751000000528	1.5368661000002248	1.698511700000381
5aae63b2-df86-4711-96e1-28d8b4774d0d	4	11	control	highinfo	5	odd	NA	30	100	3.7931103000000803	1.2171429999998509	0.8502159999998185
5aae63b2-df86-4711-96e1-28d8b4774d0d	4	12	control	highinfo	3	odd	NA	50	100	3.8729679999996733	1.3449067999999897	1.2092042999993282
ce9fdb7a-02a7-40be-add0-bfa3e83f0c35	4	1	control	highinfo	2	odd	NA	0	100	5.871067400000356	3.1753939000000173	1.3798925999999483
ce9fdb7a-02a7-40be-add0-bfa3e83f0c35	4	2	control	highinfo	3	odd	NA	5	100	4.081341500000235	1.5293393000001743	1.0330567999999403
ce9fdb7a-02a7-40be-add0-bfa3e83f0c35	4	3	control	highinfo	2	odd	NA	5	100	3.929119299999911	1.2971261000002414	1.114826400000311
